equipamento_id,periodo,condicao_ambiente,modo_operacao,score_base,fator_ambiente,fator_operacao,score_risco,classificacao,fator_principal,alerta
Caminhão da Marta 3,Maio 2026,-,-,42,1.0,1.0,42,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Marta 3: risco 42 - monitorar na próxima vistoria.
Caminhão da Carla 4,Maio 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Carla 4: risco 43 - monitorar na próxima vistoria.
Caminhão da Talita 4,Maio 2026,-,-,40,1.0,1.0,40,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Talita 4: risco 40 - monitorar na próxima vistoria.
Caminhão da Joana,Maio 2026,-,-,52,1.0,1.0,52,ALTO,Desaceleração/frenagem brusca,[ALERTA] Caminhão da Joana: risco 52 - agendar inspeção em breve.
Caminhão do Kleber 5,Maio 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão do Kleber 5: risco 56 - agendar inspeção em breve.
Caminhão do Carlos 3,Maio 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão do Carlos 3: risco 57 - agendar inspeção em breve.
Caminhão do Cristiano 2,Maio 2026,-,-,41,1.0,1.0,41,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Cristiano 2: risco 41 - monitorar na próxima vistoria.
Caminhão do Bruno 2,Maio 2026,-,-,40,1.0,1.0,40,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Bruno 2: risco 40 - monitorar na próxima vistoria.
Caminhão da Daniela 2,Maio 2026,-,-,42,1.0,1.0,42,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Daniela 2: risco 42 - monitorar na próxima vistoria.
Caminhão do Felipe 4,Maio 2026,-,-,27,1.0,1.0,27,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Felipe 4: risco 27 - monitorar na próxima vistoria.
Caminhão do Pablo 3,Maio 2026,-,-,35,1.0,1.0,35,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Pablo 3: risco 35 - monitorar na próxima vistoria.
Caminhão da Daniela,Maio 2026,-,-,34,1.0,1.0,34,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Daniela: risco 34 - monitorar na próxima vistoria.
Caminhão do Ricardo 3,Maio 2026,-,-,60,1.0,1.0,60,ALTO,Estilo de condução,[ALERTA] Caminhão do Ricardo 3: risco 60 - agendar inspeção em breve.
Caminhão da Patrícia 2,Maio 2026,-,-,31,1.0,1.0,31,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Patrícia 2: risco 31 - monitorar na próxima vistoria.
Caminhão do Leonardo,Maio 2026,-,-,60,1.0,1.0,60,ALTO,Estilo de condução,[ALERTA] Caminhão do Leonardo: risco 60 - agendar inspeção em breve.
Caminhão do Bruno 5,Maio 2026,-,-,43,1.0,1.0,43,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Bruno 5: risco 43 - monitorar na próxima vistoria.
Caminhão do Joaquim 2,Maio 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Joaquim 2: risco 58 - agendar inspeção em breve.
Caminhão do André,Maio 2026,-,-,41,1.0,1.0,41,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do André: risco 41 - monitorar na próxima vistoria.
Caminhão do Carlos 6,Maio 2026,-,-,28,1.0,1.0,28,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Carlos 6: risco 28 - monitorar na próxima vistoria.
Caminhão do Antônio 6,Maio 2026,-,-,32,1.0,1.0,32,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Antônio 6: risco 32 - monitorar na próxima vistoria.
Caminhão da Maria 5,Maio 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Maria 5: risco 46 - monitorar na próxima vistoria.
Caminhão do Roberto 2,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Roberto 2: risco 30 - monitorar na próxima vistoria.
Caminhão do Sérgio 6,Maio 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Sérgio 6: risco 37 - monitorar na próxima vistoria.
Caminhão do Rafael,Maio 2026,-,-,32,1.0,1.0,32,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Rafael: risco 32 - monitorar na próxima vistoria.
Caminhão da Mariana 5,Maio 2026,-,-,41,1.0,1.0,41,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Mariana 5: risco 41 - monitorar na próxima vistoria.
Caminhão do Maurício 2,Maio 2026,-,-,54,1.0,1.0,54,ALTO,Estilo de condução,[ALERTA] Caminhão do Maurício 2: risco 54 - agendar inspeção em breve.
Caminhão da Adriana 4,Maio 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Adriana 4: risco 46 - monitorar na próxima vistoria.
Caminhão do Gabriel 5,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Gabriel 5: risco 44 - monitorar na próxima vistoria.
Caminhão do Zeca 5,Maio 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Zeca 5: risco 35 - monitorar na próxima vistoria.
Caminhão do Jorge 5,Maio 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Jorge 5: risco 52 - agendar inspeção em breve.
Caminhão do Nelson,Maio 2026,-,-,32,1.0,1.0,32,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Nelson: risco 32 - monitorar na próxima vistoria.
Caminhão da Natália 2,Maio 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de frenagem,[ATENÇÃO] Caminhão da Natália 2: risco 49 - monitorar na próxima vistoria.
Caminhão da Fernanda 4,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Fernanda 4: risco 30 - monitorar na próxima vistoria.
Caminhão do Orlando 4,Maio 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Orlando 4: risco 52 - agendar inspeção em breve.
Caminhão da Valéria 3,Maio 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Valéria 3: risco 40 - monitorar na próxima vistoria.
Caminhão do Kleber 4,Maio 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Kleber 4: risco 37 - monitorar na próxima vistoria.
Caminhão do Joaquim 5,Maio 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Joaquim 5: risco 58 - agendar inspeção em breve.
Caminhão do Fábio 4,Maio 2026,-,-,43,1.0,1.0,43,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Fábio 4: risco 43 - monitorar na próxima vistoria.
Caminhão do Henrique 2,Maio 2026,-,-,36,1.0,1.0,36,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Henrique 2: risco 36 - monitorar na próxima vistoria.
Caminhão do Paulo 5,Maio 2026,-,-,28,1.0,1.0,28,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Paulo 5: risco 28 - monitorar na próxima vistoria.
Caminhão da Camila 2,Maio 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Camila 2: risco 50 - monitorar na próxima vistoria.
Caminhão do Leandro 6,Maio 2026,-,-,55,1.0,1.0,55,ALTO,Estilo de condução,[ALERTA] Caminhão do Leandro 6: risco 55 - agendar inspeção em breve.
Caminhão da Daniela 5,Maio 2026,-,-,54,1.0,1.0,54,ALTO,Estilo de condução,[ALERTA] Caminhão da Daniela 5: risco 54 - agendar inspeção em breve.
Caminhão do João 4,Maio 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão do João 4: risco 56 - agendar inspeção em breve.
Caminhão da Flávia 2,Maio 2026,-,-,29,1.0,1.0,29,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Flávia 2: risco 29 - monitorar na próxima vistoria.
Caminhão do Henrique 6,Maio 2026,-,-,35,1.0,1.0,35,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Henrique 6: risco 35 - monitorar na próxima vistoria.
Caminhão do Marcelo 4,Maio 2026,-,-,41,1.0,1.0,41,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Marcelo 4: risco 41 - monitorar na próxima vistoria.
Caminhão da Marta,Maio 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão da Marta: risco 58 - agendar inspeção em breve.
Caminhão da Eliana 4,Maio 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão da Eliana 4: risco 56 - agendar inspeção em breve.
Caminhão do Davi,Maio 2026,-,-,24,1.0,1.0,24,BAIXO,Desaceleração/frenagem brusca,[OK] Caminhão do Davi: risco 24 - dentro do esperado.
Caminhão do Ricardo 2,Maio 2026,-,-,37,1.0,1.0,37,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Ricardo 2: risco 37 - monitorar na próxima vistoria.
Caminhão do Fernando 5,Maio 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Fernando 5: risco 50 - monitorar na próxima vistoria.
Caminhão do Márcio 5,Maio 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Márcio 5: risco 43 - monitorar na próxima vistoria.
Caminhão do Wagner,Maio 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Wagner: risco 49 - monitorar na próxima vistoria.
Caminhão do Mateus 3,Maio 2026,-,-,55,1.0,1.0,55,ALTO,Estilo de condução,[ALERTA] Caminhão do Mateus 3: risco 55 - agendar inspeção em breve.
Caminhão da Érica 4,Maio 2026,-,-,45,1.0,1.0,45,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Érica 4: risco 45 - monitorar na próxima vistoria.
Caminhão do Alexandre,Maio 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Alexandre: risco 58 - agendar inspeção em breve.
Caminhão do Gilberto,Maio 2026,-,-,48,1.0,1.0,48,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Gilberto: risco 48 - monitorar na próxima vistoria.
Caminhão do José 2,Maio 2026,-,-,34,1.0,1.0,34,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do José 2: risco 34 - monitorar na próxima vistoria.
Caminhão do Gabriel 6,Maio 2026,-,-,45,1.0,1.0,45,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Gabriel 6: risco 45 - monitorar na próxima vistoria.
Caminhão do Márcio,Maio 2026,-,-,62,1.0,1.0,62,ALTO,Estilo de condução,[ALERTA] Caminhão do Márcio: risco 62 - agendar inspeção em breve.
Caminhão do Paulo 2,Maio 2026,-,-,42,1.0,1.0,42,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Paulo 2: risco 42 - monitorar na próxima vistoria.
Caminhão do Gabriel 4,Maio 2026,-,-,34,1.0,1.0,34,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Gabriel 4: risco 34 - monitorar na próxima vistoria.
Caminhão da Ivone 5,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Ivone 5: risco 30 - monitorar na próxima vistoria.
Caminhão do Gilberto 2,Maio 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Gilberto 2: risco 40 - monitorar na próxima vistoria.
Caminhão do Joaquim 3,Maio 2026,-,-,34,1.0,1.0,34,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Joaquim 3: risco 34 - monitorar na próxima vistoria.
Caminhão da Flávia 3,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Flávia 3: risco 44 - monitorar na próxima vistoria.
Caminhão da Flávia 4,Maio 2026,-,-,47,1.0,1.0,47,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Flávia 4: risco 47 - monitorar na próxima vistoria.
Caminhão da Nádia 4,Maio 2026,-,-,36,1.0,1.0,36,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Nádia 4: risco 36 - monitorar na próxima vistoria.
Caminhão do Vitor 2,Maio 2026,-,-,26,1.0,1.0,26,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Vitor 2: risco 26 - monitorar na próxima vistoria.
Caminhão do Samuel,Maio 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão do Samuel: risco 53 - agendar inspeção em breve.
Caminhão do Miguel 6,Maio 2026,-,-,48,1.0,1.0,48,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Miguel 6: risco 48 - monitorar na próxima vistoria.
Caminhão do Luiz 5,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Luiz 5: risco 30 - monitorar na próxima vistoria.
Caminhão da Helena 3,Maio 2026,-,-,36,1.0,1.0,36,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Helena 3: risco 36 - monitorar na próxima vistoria.
Caminhão do Kleber,Maio 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Kleber: risco 49 - monitorar na próxima vistoria.
Caminhão da Zilda 4,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Zilda 4: risco 44 - monitorar na próxima vistoria.
Caminhão do Heitor 5,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Heitor 5: risco 30 - monitorar na próxima vistoria.
Caminhão da Juliana 4,Maio 2026,-,-,41,1.0,1.0,41,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Juliana 4: risco 41 - monitorar na próxima vistoria.
Caminhão da Giovana 4,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Giovana 4: risco 44 - monitorar na próxima vistoria.
Caminhão da Karina 5,Maio 2026,-,-,24,1.0,1.0,24,BAIXO,Estilo de condução,[OK] Caminhão da Karina 5: risco 24 - dentro do esperado.
Caminhão do Heitor,Maio 2026,-,-,38,1.0,1.0,38,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Heitor: risco 38 - monitorar na próxima vistoria.
Caminhão do Pablo 2,Maio 2026,-,-,45,1.0,1.0,45,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Pablo 2: risco 45 - monitorar na próxima vistoria.
Caminhão do João 3,Maio 2026,-,-,41,1.0,1.0,41,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do João 3: risco 41 - monitorar na próxima vistoria.
Caminhão da Ivone 2,Maio 2026,-,-,27,1.0,1.0,27,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Ivone 2: risco 27 - monitorar na próxima vistoria.
Caminhão do Daniel,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Daniel: risco 30 - monitorar na próxima vistoria.
Caminhão do Antônio 3,Maio 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão do Antônio 3: risco 56 - agendar inspeção em breve.
Caminhão do Nelson 2,Maio 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Nelson 2: risco 50 - monitorar na próxima vistoria.
Caminhão da Priscila 5,Maio 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de frenagem,[ATENÇÃO] Caminhão da Priscila 5: risco 40 - monitorar na próxima vistoria.
Caminhão do André 5,Maio 2026,-,-,26,1.0,1.0,26,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do André 5: risco 26 - monitorar na próxima vistoria.
Caminhão da Heloísa 2,Maio 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão da Heloísa 2: risco 57 - agendar inspeção em breve.
Caminhão da Flávia 5,Maio 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Flávia 5: risco 40 - monitorar na próxima vistoria.
Caminhão da Débora 5,Maio 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão da Débora 5: risco 58 - agendar inspeção em breve.
Caminhão do Orlando 5,Maio 2026,-,-,20,1.0,1.0,20,BAIXO,Desaceleração/frenagem brusca,[OK] Caminhão do Orlando 5: risco 20 - dentro do esperado.
Caminhão da Eliana 5,Maio 2026,-,-,31,1.0,1.0,31,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Eliana 5: risco 31 - monitorar na próxima vistoria.
Caminhão do Eduardo 4,Maio 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Eduardo 4: risco 35 - monitorar na próxima vistoria.
Caminhão do Carlos 5,Maio 2026,-,-,42,1.0,1.0,42,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Carlos 5: risco 42 - monitorar na próxima vistoria.
Caminhão do Alexandre 5,Maio 2026,-,-,36,1.0,1.0,36,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Alexandre 5: risco 36 - monitorar na próxima vistoria.
Caminhão do Antônio 4,Maio 2026,-,-,34,1.0,1.0,34,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Antônio 4: risco 34 - monitorar na próxima vistoria.
Caminhão da Giovana 3,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Giovana 3: risco 30 - monitorar na próxima vistoria.
Caminhão da Débora 4,Maio 2026,-,-,31,1.0,1.0,31,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Débora 4: risco 31 - monitorar na próxima vistoria.
Caminhão do Nelson 4,Maio 2026,-,-,24,1.0,1.0,24,BAIXO,Dificuldade da rota,[OK] Caminhão do Nelson 4: risco 24 - dentro do esperado.
Caminhão da Renata 3,Maio 2026,-,-,34,1.0,1.0,34,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Renata 3: risco 34 - monitorar na próxima vistoria.
Caminhão da Lúcia,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Lúcia: risco 44 - monitorar na próxima vistoria.
Caminhão do Caio 2,Maio 2026,-,-,38,1.0,1.0,38,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Caio 2: risco 38 - monitorar na próxima vistoria.
Caminhão do Cristiano 3,Maio 2026,-,-,37,1.0,1.0,37,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Cristiano 3: risco 37 - monitorar na próxima vistoria.
Caminhão da Débora 2,Maio 2026,-,-,55,1.0,1.0,55,ALTO,Estilo de condução,[ALERTA] Caminhão da Débora 2: risco 55 - agendar inspeção em breve.
Caminhão do Jorge 3,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Jorge 3: risco 30 - monitorar na próxima vistoria.
Caminhão da Beatriz,Maio 2026,-,-,20,1.0,1.0,20,BAIXO,Desaceleração/frenagem brusca,[OK] Caminhão da Beatriz: risco 20 - dentro do esperado.
Caminhão do Tiago 6,Maio 2026,-,-,32,1.0,1.0,32,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Tiago 6: risco 32 - monitorar na próxima vistoria.
Caminhão do Gilberto 3,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Gilberto 3: risco 30 - monitorar na próxima vistoria.
Caminhão do Rodrigo 4,Maio 2026,-,-,27,1.0,1.0,27,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Rodrigo 4: risco 27 - monitorar na próxima vistoria.
Caminhão da Wilma,Maio 2026,-,-,59,1.0,1.0,59,ALTO,Estilo de condução,[ALERTA] Caminhão da Wilma: risco 59 - agendar inspeção em breve.
Caminhão do Zeca 4,Maio 2026,-,-,26,1.0,1.0,26,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Zeca 4: risco 26 - monitorar na próxima vistoria.
Caminhão da Wilma 2,Maio 2026,-,-,37,1.0,1.0,37,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Wilma 2: risco 37 - monitorar na próxima vistoria.
Caminhão do Nelson 5,Maio 2026,-,-,29,1.0,1.0,29,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Nelson 5: risco 29 - monitorar na próxima vistoria.
Caminhão da Fernanda 2,Maio 2026,-,-,54,1.0,1.0,54,ALTO,Estilo de condução,[ALERTA] Caminhão da Fernanda 2: risco 54 - agendar inspeção em breve.
Caminhão do Samuel 5,Maio 2026,-,-,30,1.0,1.0,30,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Samuel 5: risco 30 - monitorar na próxima vistoria.
Caminhão do Fábio 2,Maio 2026,-,-,29,1.0,1.0,29,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Fábio 2: risco 29 - monitorar na próxima vistoria.
Caminhão do Arthur 4,Maio 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Arthur 4: risco 40 - monitorar na próxima vistoria.
Caminhão da Nádia 3,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Nádia 3: risco 44 - monitorar na próxima vistoria.
Caminhão do Renato 5,Maio 2026,-,-,39,1.0,1.0,39,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Renato 5: risco 39 - monitorar na próxima vistoria.
Caminhão do Leandro 4,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Leandro 4: risco 44 - monitorar na próxima vistoria.
Caminhão do Otávio 4,Maio 2026,-,-,51,1.0,1.0,51,ALTO,Desaceleração/frenagem brusca,[ALERTA] Caminhão do Otávio 4: risco 51 - agendar inspeção em breve.
Caminhão do Tiago 2,Maio 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão do Tiago 2: risco 58 - agendar inspeção em breve.
Caminhão da Wilma 3,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de frenagem,[ATENÇÃO] Caminhão da Wilma 3: risco 44 - monitorar na próxima vistoria.
Caminhão da Débora,Maio 2026,-,-,38,1.0,1.0,38,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Débora: risco 38 - monitorar na próxima vistoria.
Caminhão da Olívia 5,Maio 2026,-,-,37,1.0,1.0,37,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Olívia 5: risco 37 - monitorar na próxima vistoria.
Caminhão do Sérgio 3,Maio 2026,-,-,48,1.0,1.0,48,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Sérgio 3: risco 48 - monitorar na próxima vistoria.
Caminhão da Nádia 5,Maio 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Nádia 5: risco 44 - monitorar na próxima vistoria.
Caminhão do Tadeu,Maio 2026,-,-,25,1.0,1.0,25,BAIXO,Dificuldade da rota,[OK] Caminhão do Tadeu: risco 25 - dentro do esperado.
Caminhão do José 3,Maio 2026,-,-,47,1.0,1.0,47,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do José 3: risco 47 - monitorar na próxima vistoria.
Caminhão do Rogério 3,Maio 2026,-,-,41,1.0,1.0,41,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Rogério 3: risco 41 - monitorar na próxima vistoria.
Caminhão da Fernanda,Junho 2026,-,-,18,1.0,1.0,18,BAIXO,Dificuldade da rota,[OK] Caminhão da Fernanda: risco 18 - dentro do esperado.
Caminhão do Marcos 6,Junho 2026,-,-,33,1.0,1.0,33,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Marcos 6: risco 33 - monitorar na próxima vistoria.
Caminhão do Gabriel 2,Junho 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Gabriel 2: risco 40 - monitorar na próxima vistoria.
Caminhão do Renato 4,Junho 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Renato 4: risco 43 - monitorar na próxima vistoria.
Caminhão da Clotilde 3,Junho 2026,-,-,25,1.0,1.0,25,BAIXO,Dificuldade da rota,[OK] Caminhão da Clotilde 3: risco 25 - dentro do esperado.
Caminhão da Wilma,Junho 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão da Wilma: risco 58 - agendar inspeção em breve.
Caminhão da Isabela 5,Junho 2026,-,-,28,1.0,1.0,28,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Isabela 5: risco 28 - monitorar na próxima vistoria.
Caminhão do Valter 3,Junho 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão do Valter 3: risco 56 - agendar inspeção em breve.
Caminhão do Elias 5,Junho 2026,-,-,49,1.0,1.0,49,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Elias 5: risco 49 - monitorar na próxima vistoria.
Caminhão do Felipe 3,Junho 2026,-,-,45,1.0,1.0,45,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Felipe 3: risco 45 - monitorar na próxima vistoria.
Caminhão do Tadeu 5,Junho 2026,-,-,59,1.0,1.0,59,ALTO,Estilo de condução,[ALERTA] Caminhão do Tadeu 5: risco 59 - agendar inspeção em breve.
Caminhão da Érica 5,Junho 2026,-,-,23,1.0,1.0,23,BAIXO,Dificuldade da rota,[OK] Caminhão da Érica 5: risco 23 - dentro do esperado.
Caminhão da Lúcia 2,Junho 2026,-,-,50,1.0,1.0,50,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Lúcia 2: risco 50 - monitorar na próxima vistoria.
Caminhão do Cristiano 4,Junho 2026,-,-,36,1.0,1.0,36,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Cristiano 4: risco 36 - monitorar na próxima vistoria.
Caminhão da Gabriela 4,Junho 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Gabriela 4: risco 37 - monitorar na próxima vistoria.
Caminhão do Samuel 3,Junho 2026,-,-,46,1.0,1.0,46,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Samuel 3: risco 46 - monitorar na próxima vistoria.
Caminhão do Leandro 4,Junho 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Leandro 4: risco 50 - monitorar na próxima vistoria.
Caminhão do Renato 6,Junho 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Renato 6: risco 52 - agendar inspeção em breve.
